glyph_id,char,source,key_hex,unicode
0x291,堕,private,0xF34C,U+5815
0x292,堤,private,0xF34D,U+5824
0x293,堪,private,0xF34E,U+582A
0x294,堵,private,0xF34F,U+5835
0x295,塌,private,0xF350,U+584C
0x296,塑,private,0xF351,U+5851
0x297,塔,private,0xF352,U+5854
0x298,塞,private,0xF353,U+585E
0x299,填,private,0xF354,U+586B
0x29A,塾,private,0xF355,U+587E
0x29B,境,private,0xF356,U+5883
0x29C,墙,private,0xF357,U+5899
0x29D,增,private,0xF358,U+589E
0x29E,壁,private,0xF359,U+58C1
0x29F,士,private,0xF35A,U+58EB
0x2A0,壮,private,0xF35B,U+58EE
0x2A1,声,private,0xF35C,U+58F0
0x2A2,壶,private,0xF35D,U+58F6
0x2A3,处,private,0xF35E,U+5904
0x2A4,备,private,0xF35F,U+5907
0x2A5,复,private,0xF360,U+590D
0x2A6,夕,private,0xF361,U+5915
0x2A7,外,private,0xF362,U+5916
0x2A8,多,private,0xF363,U+591A
0x2A9,夜,private,0xF364,U+591C
0x2AA,够,private,0xF365,U+591F
0x2AB,大,private,0xF366,U+5927
0x2AC,天,private,0xF367,U+5929
0x2AD,太,private,0xF368,U+592A
0x2AE,夫,private,0xF369,U+592B
0x2AF,失,private,0xF36A,U+5931
0x2B0,头,private,0xF36B,U+5934
0x2B1,夷,private,0xF36C,U+5937
0x2B2,夸,private,0xF36D,U+5938
0x2B3,夹,private,0xF36E,U+5939
0x2B4,夺,private,0xF36F,U+593A
0x2B5,奇,private,0xF370,U+5947
0x2B6,奈,private,0xF371,U+5948
0x2B7,奉,private,0xF372,U+5949
0x2B8,奋,private,0xF373,U+594B
0x2B9,奏,private,0xF374,U+594F
0x2BA,契,private,0xF375,U+5951
0x2BB,奔,private,0xF376,U+5954
0x2BC,奖,private,0xF377,U+5956
0x2BD,套,private,0xF378,U+5957
0x2BE,奢,private,0xF379,U+5962
0x2BF,奥,private,0xF37A,U+5965
0x2C0,女,private,0xF37B,U+5973
0x2C1,奶,private,0xF37C,U+5976
0x2C2,她,private,0xF37D,U+5979
0x2C3,好,private,0xF37E,U+597D
0x2C4,如,private,0xF380,U+5982
0x2C5,妄,private,0xF381,U+5984
0x2C6,妆,private,0xF382,U+5986
0x2C7,妇,private,0xF383,U+5987
0x2C8,妈,private,0xF384,U+5988
0x2C9,妒,private,0xF385,U+5992
0x2CA,妖,private,0xF386,U+5996
0x2CB,妙,private,0xF387,U+5999
0x2CC,妥,private,0xF388,U+59A5
0x2CD,妨,private,0xF389,U+59A8
0x2CE,妹,private,0xF38A,U+59B9
0x2CF,姆,private,0xF38B,U+59C6
0x2D0,始,private,0xF38C,U+59CB
0x2D1,姐,private,0xF38D,U+59D0
0x2D2,姑,private,0xF38E,U+59D1
0x2D3,姓,private,0xF38F,U+59D3
0x2D4,委,private,0xF390,U+59D4
0x2D5,姥,private,0xF391,U+59E5
0x2D6,姨,private,0xF392,U+59E8
0x2D7,姿,private,0xF393,U+59FF
0x2D8,威,private,0xF394,U+5A01
0x2D9,娃,private,0xF395,U+5A03
0x2DA,娇,private,0xF396,U+5A07
0x2DB,娘,private,0xF397,U+5A18
0x2DC,娱,private,0xF398,U+5A31
0x2DD,娶,private,0xF399,U+5A36
0x2DE,婆,private,0xF39A,U+5A46
0x2DF,婉,private,0xF39B,U+5A49
0x2E0,婚,private,0xF39C,U+5A5A
0x2E1,婴,private,0xF39D,U+5A74
0x2E2,媒,private,0xF39E,U+5A92
0x2E3,媛,private,0xF39F,U+5A9B
0x2E4,嫉,private,0xF3A0,U+5AC9
0x2E5,嫌,private,0xF3A1,U+5ACC
0x2E6,嫩,private,0xF3A2,U+5AE9
0x2E7,子,private,0xF3A3,U+5B50
0x2E8,孔,private,0xF3A4,U+5B54
0x2E9,字,private,0xF3A5,U+5B57
0x2EA,存,private,0xF3A6,U+5B58
0x2EB,季,private,0xF3A7,U+5B63
0x2EC,孤,private,0xF3A8,U+5B64
0x2ED,学,private,0xF3A9,U+5B66
0x2EE,孩,private,0xF3AA,U+5B69
0x2EF,孽,private,0xF3AB,U+5B7D
0x2F0,宁,private,0xF3AC,U+5B81
0x2F1,它,private,0xF3AD,U+5B83
0x2F2,宅,private,0xF3AE,U+5B85
0x2F3,宇,private,0xF3AF,U+5B87
0x2F4,守,private,0xF3B0,U+5B88
0x2F5,安,private,0xF3B1,U+5B89
0x2F6,完,private,0xF3B2,U+5B8C
0x2F7,宏,private,0xF3B3,U+5B8F
0x2F8,官,private,0xF3B4,U+5B98
0x2F9,宙,private,0xF3B5,U+5B99
0x2FA,定,private,0xF3B6,U+5B9A
0x2FB,宜,private,0xF3B7,U+5B9C
0x2FC,宝,private,0xF3B8,U+5B9D
0x2FD,实,private,0xF3B9,U+5B9E
0x2FE,宠,private,0xF3BA,U+5BA0
0x2FF,审,private,0xF3BB,U+5BA1
0x300,客,private,0xF3BC,U+5BA2
0x301,宣,private,0xF3BD,U+5BA3
0x302,室,private,0xF3BE,U+5BA4
0x303,宫,private,0xF3BF,U+5BAB
0x304,害,private,0xF3C0,U+5BB3
0x305,宵,private,0xF3C1,U+5BB5
0x306,家,private,0xF3C2,U+5BB6
0x307,容,private,0xF3C3,U+5BB9
0x308,宽,private,0xF3C4,U+5BBD
0x309,宾,private,0xF3C5,U+5BBE
0x30A,宿,private,0xF3C6,U+5BBF
0x30B,寂,private,0xF3C7,U+5BC2
0x30C,寄,private,0xF3C8,U+5BC4
0x30D,密,private,0xF3C9,U+5BC6
0x30E,富,private,0xF3CA,U+5BCC
0x30F,寐,private,0xF3CB,U+5BD0
0x310,寒,private,0xF3CC,U+5BD2
0x311,寞,private,0xF3CD,U+5BDE
0x312,察,private,0xF3CE,U+5BDF
0x313,寡,private,0xF3CF,U+5BE1
0x314,寸,private,0xF3D0,U+5BF8
0x315,对,private,0xF3D1,U+5BF9
0x316,寺,private,0xF3D2,U+5BFA
0x317,寻,private,0xF3D3,U+5BFB
0x318,导,private,0xF3D4,U+5BFC
0x319,寿,private,0xF3D5,U+5BFF
0x31A,封,private,0xF3D6,U+5C01
0x31B,将,private,0xF3D7,U+5C06
0x31C,尊,private,0xF3D8,U+5C0A
0x31D,小,private,0xF3D9,U+5C0F
0x31E,少,private,0xF3DA,U+5C11
0x31F,尔,private,0xF3DB,U+5C14
0x320,尖,private,0xF3DC,U+5C16
0x321,尘,private,0xF3DD,U+5C18
0x322,尚,private,0xF3DE,U+5C1A
0x323,尝,private,0xF3DF,U+5C1D
0x324,尤,private,0xF3E0,U+5C24
0x325,尬,private,0xF3E1,U+5C2C
0x326,就,private,0xF3E2,U+5C31
0x327,尴,private,0xF3E3,U+5C34
0x328,尸,private,0xF3E4,U+5C38
0x329,尼,private,0xF3E5,U+5C3C
0x32A,尽,private,0xF3E6,U+5C3D
0x32B,尾,private,0xF3E7,U+5C3E
0x32C,尿,private,0xF3E8,U+5C3F
0x32D,局,private,0xF3E9,U+5C40
0x32E,屁,private,0xF3EA,U+5C41
0x32F,层,private,0xF3EB,U+5C42
0x330,居,private,0xF3EC,U+5C45
0x331,屈,private,0xF3ED,U+5C48
0x332,届,private,0xF3EE,U+5C4A
0x333,屋,private,0xF3EF,U+5C4B
0x334,屏,private,0xF3F0,U+5C4F
0x335,展,private,0xF3F1,U+5C55
0x336,属,private,0xF3F2,U+5C5E
0x337,山,private,0xF3F3,U+5C71
0x338,屿,private,0xF3F4,U+5C7F
0x339,岁,private,0xF3F5,U+5C81
0x33A,岂,private,0xF3F6,U+5C82
0x33B,岐,private,0xF3F7,U+5C90
0x33C,岔,private,0xF3F8,U+5C94
0x33D,岚,private,0xF3F9,U+5C9A
0x33E,岛,private,0xF3FA,U+5C9B
0x33F,岩,private,0xF3FB,U+5CA9
0x340,岸,private,0xF3FC,U+5CB8
0x341,峡,private,0xF440,U+5CE1
0x342,峦,private,0xF441,U+5CE6
0x343,峰,private,0xF442,U+5CF0
0x344,峻,private,0xF443,U+5CFB
0x345,崇,private,0xF444,U+5D07
0x346,崎,private,0xF445,U+5D0E
0x347,崩,private,0xF446,U+5D29
0x348,崭,private,0xF447,U+5D2D
0x349,巅,private,0xF448,U+5DC5
0x34A,巍,private,0xF449,U+5DCD
0x34B,川,private,0xF44A,U+5DDD
0x34C,巡,private,0xF44B,U+5DE1
0x34D,工,private,0xF44C,U+5DE5
0x34E,左,private,0xF44D,U+5DE6
0x34F,巧,private,0xF44E,U+5DE7
0x350,巨,private,0xF44F,U+5DE8
0x351,巫,private,0xF450,U+5DEB
0x352,差,private,0xF451,U+5DEE
0x353,己,private,0xF452,U+5DF1
0x354,已,private,0xF453,U+5DF2
0x355,巴,private,0xF454,U+5DF4
0x356,巾,private,0xF455,U+5DFE
0x357,市,private,0xF456,U+5E02
0x358,布,private,0xF457,U+5E03
0x359,帅,private,0xF458,U+5E05
0x35A,师,private,0xF459,U+5E08
0x35B,希,private,0xF45A,U+5E0C
0x35C,帐,private,0xF45B,U+5E10
0x35D,帕,private,0xF45C,U+5E15
0x35E,帖,private,0xF45D,U+5E16
0x35F,帘,private,0xF45E,U+5E18
0x360,帝,private,0xF45F,U+5E1D
0x361,带,private,0xF460,U+5E26
0x362,席,private,0xF461,U+5E2D
0x363,帮,private,0xF462,U+5E2E
0x364,帷,private,0xF463,U+5E37
0x365,常,private,0xF464,U+5E38
0x366,帽,private,0xF465,U+5E3D
0x367,幅,private,0xF466,U+5E45
0x368,幕,private,0xF467,U+5E55
0x369,干,private,0xF468,U+5E72
0x36A,平,private,0xF469,U+5E73
0x36B,年,private,0xF46A,U+5E74
0x36C,并,private,0xF46B,U+5E76
0x36D,幸,private,0xF46C,U+5E78
0x36E,幻,private,0xF46D,U+5E7B
0x36F,幽,private,0xF46E,U+5E7D
0x370,广,private,0xF46F,U+5E7F
0x371,庆,private,0xF470,U+5E86
0x372,床,private,0xF471,U+5E8A
0x373,序,private,0xF472,U+5E8F
0x374,库,private,0xF473,U+5E93
0x375,应,private,0xF474,U+5E94
0x376,底,private,0xF475,U+5E95
0x377,店,private,0xF476,U+5E97
0x378,府,private,0xF477,U+5E9C
0x379,废,private,0xF478,U+5E9F
0x37A,度,private,0xF479,U+5EA6
0x37B,座,private,0xF47A,U+5EA7
0x37C,庭,private,0xF47B,U+5EAD
0x37D,康,private,0xF47C,U+5EB7
0x37E,延,private,0xF47D,U+5EF6
0x37F,建,private,0xF47E,U+5EFA
0x380,开,private,0xF480,U+5F00
0x381,异,private,0xF481,U+5F02
0x382,弃,private,0xF482,U+5F03
0x383,弄,private,0xF483,U+5F04
0x384,弊,private,0xF484,U+5F0A
0x385,式,private,0xF485,U+5F0F
0x386,弓,private,0xF486,U+5F13
0x387,引,private,0xF487,U+5F15
0x388,弗,private,0xF488,U+5F17
0x389,弟,private,0xF489,U+5F1F
0x38A,张,private,0xF48A,U+5F20
0x38B,弥,private,0xF48B,U+5F25
0x38C,弯,private,0xF48C,U+5F2F
0x38D,弱,private,0xF48D,U+5F31
0x38E,弹,private,0xF48E,U+5F39
0x38F,强,private,0xF48F,U+5F3A
0x390,归,private,0xF490,U+5F52
0x391,当,private,0xF491,U+5F53
0x392,录,private,0xF492,U+5F55
0x393,彗,private,0xF493,U+5F57
0x394,彡,private,0xF494,U+5F61
0x395,形,private,0xF495,U+5F62
0x396,彩,private,0xF496,U+5F69
0x397,彬,private,0xF497,U+5F6C
0x398,彰,private,0xF498,U+5F70
0x399,影,private,0xF499,U+5F71
0x39A,役,private,0xF49A,U+5F79
0x39B,彻,private,0xF49B,U+5F7B
0x39C,彼,private,0xF49C,U+5F7C
0x39D,往,private,0xF49D,U+5F80
0x39E,征,private,0xF49E,U+5F81
0x39F,径,private,0xF49F,U+5F84
0x3A0,待,private,0xF4A0,U+5F85
0x3A1,很,private,0xF4A1,U+5F88
0x3A2,律,private,0xF4A2,U+5F8B
0x3A3,徒,private,0xF4A3,U+5F92
0x3A4,得,private,0xF4A4,U+5F97
0x3A5,循,private,0xF4A5,U+5FAA
0x3A6,微,private,0xF4A6,U+5FAE
0x3A7,德,private,0xF4A7,U+5FB7
0x3A8,心,private,0xF4A8,U+5FC3
0x3A9,必,private,0xF4A9,U+5FC5
0x3AA,忆,private,0xF4AA,U+5FC6
0x3AB,忌,private,0xF4AB,U+5FCC
0x3AC,忍,private,0xF4AC,U+5FCD
0x3AD,忐,private,0xF4AD,U+5FD0
0x3AE,忑,private,0xF4AE,U+5FD1
0x3AF,志,private,0xF4AF,U+5FD7
0x3B0,忘,private,0xF4B0,U+5FD8
0x3B1,忙,private,0xF4B1,U+5FD9
0x3B2,忠,private,0xF4B2,U+5FE0
0x3B3,忧,private,0xF4B3,U+5FE7
0x3B4,快,private,0xF4B4,U+5FEB
0x3B5,念,private,0xF4B5,U+5FF5
0x3B6,忽,private,0xF4B6,U+5FFD
0x3B7,怀,private,0xF4B7,U+6000
0x3B8,态,private,0xF4B8,U+6001
0x3B9,怂,private,0xF4B9,U+6002
0x3BA,怎,private,0xF4BA,U+600E
0x3BB,怒,private,0xF4BB,U+6012
0x3BC,怕,private,0xF4BC,U+6015
0x3BD,怖,private,0xF4BD,U+6016
0x3BE,怜,private,0xF4BE,U+601C
0x3BF,思,private,0xF4BF,U+601D
0x3C0,怠,private,0xF4C0,U+6020
0x3C1,急,private,0xF4C1,U+6025
0x3C2,怦,private,0xF4C2,U+6026
0x3C3,性,private,0xF4C3,U+6027
0x3C4,怨,private,0xF4C4,U+6028
0x3C5,怪,private,0xF4C5,U+602A
0x3C6,怯,private,0xF4C6,U+602F
0x3C7,总,private,0xF4C7,U+603B
0x3C8,恋,private,0xF4C8,U+604B
0x3C9,恐,private,0xF4C9,U+6050
0x3CA,恒,private,0xF4CA,U+6052
0x3CB,恕,private,0xF4CB,U+6055
0x3CC,恢,private,0xF4CC,U+6062
0x3CD,恤,private,0xF4CD,U+6064
0x3CE,恨,private,0xF4CE,U+6068
0x3CF,恩,private,0xF4CF,U+6069
0x3D0,恭,private,0xF4D0,U+606D
0x3D1,息,private,0xF4D1,U+606F
0x3D2,恰,private,0xF4D2,U+6070
0x3D3,恳,private,0xF4D3,U+6073
0x3D4,恶,private,0xF4D4,U+6076
0x3D5,恼,private,0xF4D5,U+607C
0x3D6,悄,private,0xF4D6,U+6084
0x3D7,悉,private,0xF4D7,U+6089
0x3D8,悔,private,0xF4D8,U+6094
0x3D9,悟,private,0xF4D9,U+609F
0x3DA,悠,private,0xF4DA,U+60A0
0x3DB,悦,private,0xF4DB,U+60A6
0x3DC,您,private,0xF4DC,U+60A8
0x3DD,悬,private,0xF4DD,U+60AC
0x3DE,悲,private,0xF4DE,U+60B2
0x3DF,悸,private,0xF4DF,U+60B8
0x3E0,情,private,0xF4E0,U+60C5
0x3E1,惊,private,0xF4E1,U+60CA
0x3E2,惑,private,0xF4E2,U+60D1
0x3E3,惕,private,0xF4E3,U+60D5
0x3E4,惜,private,0xF4E4,U+60DC
0x3E5,惠,private,0xF4E5,U+60E0
0x3E6,惦,private,0xF4E6,U+60E6
0x3E7,惧,private,0xF4E7,U+60E7
0x3E8,惨,private,0xF4E8,U+60E8
0x3E9,惩,private,0xF4E9,U+60E9
0x3EA,惬,private,0xF4EA,U+60EC
0x3EB,惯,private,0xF4EB,U+60EF
0x3EC,想,private,0xF4EC,U+60F3
0x3ED,惹,private,0xF4ED,U+60F9
0x3EE,愁,private,0xF4EE,U+6101
0x3EF,愈,private,0xF4EF,U+6108
0x3F0,愉,private,0xF4F0,U+6109
0x3F1,意,private,0xF4F1,U+610F
0x3F2,愛,private,0xF4F2,U+611B
0x3F3,感,private,0xF4F3,U+611F
0x3F4,愣,private,0xF4F4,U+6123
0x3F5,愤,private,0xF4F5,U+6124
0x3F6,愧,private,0xF4F6,U+6127
0x3F7,愿,private,0xF4F7,U+613F
0x3F8,慈,private,0xF4F8,U+6148
0x3F9,慌,private,0xF4F9,U+614C
0x3FA,慎,private,0xF4FA,U+614E
0x3FB,慕,private,0xF4FB,U+6155
0x3FC,慢,private,0xF4FC,U+6162
0x3FD,慰,private,0xF540,U+6170
0x3FE,憋,private,0xF541,U+618B
0x3FF,憧,private,0xF542,U+61A7
0x400,憬,private,0xF543,U+61AC
0x401,憾,private,0xF544,U+61BE
0x402,懂,private,0xF545,U+61C2
0x403,懈,private,0xF546,U+61C8
0x404,懊,private,0xF547,U+61CA
0x405,懒,private,0xF548,U+61D2
0x406,懦,private,0xF549,U+61E6
0x407,戏,private,0xF54A,U+620F
0x408,成,private,0xF54B,U+6210
0x409,我,private,0xF54C,U+6211
0x40A,戒,private,0xF54D,U+6212
0x40B,或,private,0xF54E,U+6216
0x40C,战,private,0xF54F,U+6218
0x40D,戚,private,0xF550,U+621A
0x40E,截,private,0xF551,U+622A
0x40F,戳,private,0xF552,U+6233
0x410,戴,private,0xF553,U+6234
0x411,户,private,0xF554,U+6237
0x412,房,private,0xF555,U+623F
0x413,所,private,0xF556,U+6240
0x414,扁,private,0xF557,U+6241
0x415,扇,private,0xF558,U+6247
0x416,扉,private,0xF559,U+6249
0x417,手,private,0xF55A,U+624B
0x418,才,private,0xF55B,U+624D
0x419,扎,private,0xF55C,U+624E
0x41A,扑,private,0xF55D,U+6251
0x41B,打,private,0xF55E,U+6253
0x41C,扔,private,0xF55F,U+6254
0x41D,托,private,0xF560,U+6258
0x41E,扛,private,0xF561,U+625B
0x41F,执,private,0xF562,U+6267
0x420,扩,private,0xF563,U+6269
0x421,扫,private,0xF564,U+626B
0x422,扬,private,0xF565,U+626C
0x423,扭,private,0xF566,U+626D
0x424,扮,private,0xF567,U+626E
0x425,扯,private,0xF568,U+626F
0x426,扰,private,0xF569,U+6270
0x427,扶,private,0xF56A,U+6276
0x428,批,private,0xF56B,U+6279
0x429,找,private,0xF56C,U+627E
0x42A,承,private,0xF56D,U+627F
0x42B,技,private,0xF56E,U+6280
0x42C,抄,private,0xF56F,U+6284
0x42D,把,private,0xF570,U+628A
0x42E,抑,private,0xF571,U+6291
0x42F,抓,private,0xF572,U+6293
0x430,投,private,0xF573,U+6295
0x431,抖,private,0xF574,U+6296
0x432,抗,private,0xF575,U+6297
0x433,折,private,0xF576,U+6298
0x434,抚,private,0xF577,U+629A
0x435,抛,private,0xF578,U+629B
0x436,抢,private,0xF579,U+62A2
0x437,护,private,0xF57A,U+62A4
0x438,报,private,0xF57B,U+62A5
0x439,披,private,0xF57C,U+62AB
0x43A,抬,private,0xF57D,U+62AC
0x43B,抱,private,0xF57E,U+62B1
0x43C,抹,private,0xF580,U+62B9
0x43D,抽,private,0xF581,U+62BD
0x43E,担,private,0xF582,U+62C5
0x43F,拉,private,0xF583,U+62C9
0x440,拌,private,0xF584,U+62CC
0x441,拍,private,0xF585,U+62CD
0x442,拐,private,0xF586,U+62D0
0x443,拒,private,0xF587,U+62D2
0x444,拓,private,0xF588,U+62D3
0x445,拔,private,0xF589,U+62D4
0x446,拖,private,0xF58A,U+62D6
0x447,拘,private,0xF58B,U+62D8
0x448,拙,private,0xF58C,U+62D9
0x449,招,private,0xF58D,U+62DB
0x44A,拜,private,0xF58E,U+62DC
0x44B,拥,private,0xF58F,U+62E5
0x44C,拦,private,0xF590,U+62E6
0x44D,拨,private,0xF591,U+62E8
0x44E,择,private,0xF592,U+62E9
0x44F,括,private,0xF593,U+62EC
0x450,拯,private,0xF594,U+62EF
0x451,拳,private,0xF595,U+62F3
0x452,拼,private,0xF596,U+62FC
0x453,拽,private,0xF597,U+62FD
0x454,拾,private,0xF598,U+62FE
0x455,拿,private,0xF599,U+62FF
0x456,持,private,0xF59A,U+6301
0x457,挂,private,0xF59B,U+6302
0x458,指,private,0xF59C,U+6307
0x459,按,private,0xF59D,U+6309
0x45A,挑,private,0xF59E,U+6311
0x45B,挖,private,0xF59F,U+6316
0x45C,挠,private,0xF5A0,U+6320
0x45D,挡,private,0xF5A1,U+6321
0x45E,挣,private,0xF5A2,U+6323
0x45F,挤,private,0xF5A3,U+6324
0x460,挥,private,0xF5A4,U+6325
0x461,挨,private,0xF5A5,U+6328
0x462,挫,private,0xF5A6,U+632B
0x463,振,private,0xF5A7,U+632F
0x464,挺,private,0xF5A8,U+633A
0x465,挽,private,0xF5A9,U+633D
0x466,捏,private,0xF5AA,U+634F
0x467,捐,private,0xF5AB,U+6350
0x468,捕,private,0xF5AC,U+6355
0x469,损,private,0xF5AD,U+635F
0x46A,换,private,0xF5AE,U+6362
0x46B,捣,private,0xF5AF,U+6363
0x46C,捧,private,0xF5B0,U+6367
0x46D,据,private,0xF5B1,U+636E
0x46E,捶,private,0xF5B2,U+6376
0x46F,捷,private,0xF5B3,U+6377
0x470,捺,private,0xF5B4,U+637A
0x471,掀,private,0xF5B5,U+6380
0x472,授,private,0xF5B6,U+6388
0x473,掉,private,0xF5B7,U+6389
0x474,掌,private,0xF5B8,U+638C
0x475,掐,private,0xF5B9,U+6390
0x476,排,private,0xF5BA,U+6392
0x477,掘,private,0xF5BB,U+6398
0x478,探,private,0xF5BC,U+63A2
0x479,接,private,0xF5BD,U+63A5
0x47A,控,private,0xF5BE,U+63A7
0x47B,推,private,0xF5BF,U+63A8
0x47C,掰,private,0xF5C0,U+63B0
0x47D,掳,private,0xF5C1,U+63B3
0x47E,掷,private,0xF5C2,U+63B7
0x47F,揉,private,0xF5C3,U+63C9
0x480,揍,private,0xF5C4,U+63CD
0x481,描,private,0xF5C5,U+63CF
0x482,提,private,0xF5C6,U+63D0
0x483,插,private,0xF5C7,U+63D2
0x484,握,private,0xF5C8,U+63E1
0x485,揣,private,0xF5C9,U+63E3
0x486,揭,private,0xF5CA,U+63ED
0x487,援,private,0xF5CB,U+63F4
0x488,揽,private,0xF5CC,U+63FD
0x489,搁,private,0xF5CD,U+6401
0x48A,搅,private,0xF5CE,U+6405
0x48B,搏,private,0xF5CF,U+640F
0x48C,搓,private,0xF5D0,U+6413
0x48D,搜,private,0xF5D1,U+641C
0x48E,搞,private,0xF5D2,U+641E
0x48F,搬,private,0xF5D3,U+642C
0x490,搭,private,0xF5D4,U+642D
0x491,携,private,0xF5D5,U+643A
0x492,摁,private,0xF5D6,U+6441
0x493,摄,private,0xF5D7,U+6444
0x494,摆,private,0xF5D8,U+6446
0x495,摇,private,0xF5D9,U+6447
0x496,摊,private,0xF5DA,U+644A
0x497,摔,private,0xF5DB,U+6454
0x498,摘,private,0xF5DC,U+6458
0x499,摩,private,0xF5DD,U+6469
0x49A,摸,private,0xF5DE,U+6478
0x49B,撑,private,0xF5DF,U+6491
0x49C,撒,private,0xF5E0,U+6492
0x49D,撞,private,0xF5E1,U+649E
0x49E,撤,private,0xF5E2,U+64A4
0x49F,播,private,0xF5E3,U+64AD
0x4A0,撼,private,0xF5E4,U+64BC
0x4A1,擅,private,0xF5E5,U+64C5
0x4A2,操,private,0xF5E6,U+64CD
0x4A3,擦,private,0xF5E7,U+64E6
0x4A4,攒,private,0xF5E8,U+6512
0x4A5,支,private,0xF5E9,U+652F
0x4A6,收,private,0xF5EA,U+6536
0x4A7,攸,private,0xF5EB,U+6538
0x4A8,改,private,0xF5EC,U+6539
0x4A9,攻,private,0xF5ED,U+653B
0x4AA,放,private,0xF5EE,U+653E
0x4AB,故,private,0xF5EF,U+6545
0x4AC,效,private,0xF5F0,U+6548
0x4AD,敌,private,0xF5F1,U+654C
0x4AE,敏,private,0xF5F2,U+654F
0x4AF,救,private,0xF5F3,U+6551
0x4B0,教,private,0xF5F4,U+6559
0x4B1,敞,private,0xF5F5,U+655E
0x4B2,敢,private,0xF5F6,U+6562
0x4B3,散,private,0xF5F7,U+6563
0x4B4,敬,private,0xF5F8,U+656C
0x4B5,数,private,0xF5F9,U+6570
0x4B6,敲,private,0xF5FA,U+6572
0x4B7,整,private,0xF5FB,U+6574
0x4B8,敷,private,0xF5FC,U+6577
0x4B9,文,private,0xF640,U+6587
0x4BA,斗,private,0xF641,U+6597
0x4BB,料,private,0xF642,U+6599
0x4BC,斥,private,0xF643,U+65A5
0x4BD,断,private,0xF644,U+65AD
0x4BE,斯,private,0xF645,U+65AF
0x4BF,新,private,0xF646,U+65B0
0x4C0,方,private,0xF647,U+65B9
0x4C1,施,private,0xF648,U+65BD
0x4C2,旁,private,0xF649,U+65C1
0x4C3,旅,private,0xF64A,U+65C5
0x4C4,旋,private,0xF64B,U+65CB
0x4C5,族,private,0xF64C,U+65CF
0x4C6,旗,private,0xF64D,U+65D7
0x4C7,无,private,0xF64E,U+65E0
0x4C8,既,private,0xF64F,U+65E2
0x4C9,日,private,0xF650,U+65E5
0x4CA,旦,private,0xF651,U+65E6
0x4CB,旧,private,0xF652,U+65E7
0x4CC,早,private,0xF653,U+65E9
0x4CD,时,private,0xF654,U+65F6
0x4CE,旺,private,0xF655,U+65FA
0x4CF,昂,private,0xF656,U+6602
0x4D0,昆,private,0xF657,U+6606
0x4D1,明,private,0xF658,U+660E
0x4D2,昏,private,0xF659,U+660F
0x4D3,易,private,0xF65A,U+6613
0x4D4,昔,private,0xF65B,U+6614
0x4D5,星,private,0xF65C,U+661F
0x4D6,映,private,0xF65D,U+6620
0x4D7,春,private,0xF65E,U+6625
0x4D8,昧,private,0xF65F,U+6627
0x4D9,昨,private,0xF660,U+6628
0x4DA,是,private,0xF661,U+662F
0x4DB,显,private,0xF662,U+663E
0x4DC,晃,private,0xF663,U+6643
0x4DD,晋,private,0xF664,U+664B
0x4DE,晒,private,0xF665,U+6652
0x4DF,晓,private,0xF666,U+6653
0x4E0,晕,private,0xF667,U+6655
0x4E1,晚,private,0xF668,U+665A
0x4E2,晨,private,0xF669,U+6668
0x4E3,普,private,0xF66A,U+666E
0x4E4,景,private,0xF66B,U+666F
0x4E5,晰,private,0xF66C,U+6670
0x4E6,晴,private,0xF66D,U+6674
0x4E7,晶,private,0xF66E,U+6676
0x4E8,智,private,0xF66F,U+667A
0x4E9,暂,private,0xF670,U+6682
0x4EA,暖,private,0xF671,U+6696
0x4EB,暗,private,0xF672,U+6697
0x4EC,暴,private,0xF673,U+66B4
0x4ED,曲,private,0xF674,U+66F2
0x4EE,更,private,0xF675,U+66F4
0x4EF,曼,private,0xF676,U+66FC
0x4F0,曾,private,0xF677,U+66FE
0x4F1,替,private,0xF678,U+66FF
0x4F2,最,private,0xF679,U+6700
0x4F3,月,private,0xF67A,U+6708
0x4F4,有,private,0xF67B,U+6709
0x4F5,朋,private,0xF67C,U+670B
0x4F6,服,private,0xF67D,U+670D
0x4F7,朗,private,0xF67E,U+6717
0x4F8,望,private,0xF680,U+671B
0x4F9,朝,private,0xF681,U+671D
0x4FA,期,private,0xF682,U+671F
0x4FB,木,private,0xF683,U+6728
0x4FC,未,private,0xF684,U+672A
0x4FD,末,private,0xF685,U+672B
0x4FE,本,private,0xF686,U+672C
0x4FF,术,private,0xF687,U+672F
0x500,朴,private,0xF688,U+6734
0x501,朵,private,0xF689,U+6735
0x502,机,private,0xF68A,U+673A
0x503,杀,private,0xF68B,U+6740
0x504,杂,private,0xF68C,U+6742
0x505,权,private,0xF68D,U+6743
0x506,杉,private,0xF68E,U+6749
0x507,材,private,0xF68F,U+6750
0x508,村,private,0xF690,U+6751
0x509,杜,private,0xF691,U+675C
0x50A,束,private,0xF692,U+675F
0x50B,条,private,0xF693,U+6761
0x50C,来,private,0xF694,U+6765
0x50D,杯,private,0xF695,U+676F
0x50E,杰,private,0xF696,U+6770
0x50F,松,private,0xF697,U+677E
0x510,板,private,0xF698,U+677F
0x511,极,private,0xF699,U+6781
0x512,构,private,0xF69A,U+6784
0x513,枉,private,0xF69B,U+6789
0x514,析,private,0xF69C,U+6790
0x515,林,private,0xF69D,U+6797
0x516,枚,private,0xF69E,U+679A
0x517,果,private,0xF69F,U+679C
0x518,枝,private,0xF6A0,U+679D
0x519,枪,private,0xF6A1,U+67AA
