char,unicode,encoding,key_hex,glyph_id
婚,U+5A5A,private,0xF39C,0x2E0
婴,U+5A74,private,0xF39D,0x2E1
媒,U+5A92,private,0xF39E,0x2E2
媛,U+5A9B,private,0xF39F,0x2E3
嫉,U+5AC9,private,0xF3A0,0x2E4
嫌,U+5ACC,private,0xF3A1,0x2E5
嫩,U+5AE9,private,0xF3A2,0x2E6
子,U+5B50,private,0xF3A3,0x2E7
孔,U+5B54,private,0xF3A4,0x2E8
字,U+5B57,private,0xF3A5,0x2E9
存,U+5B58,private,0xF3A6,0x2EA
季,U+5B63,private,0xF3A7,0x2EB
孤,U+5B64,private,0xF3A8,0x2EC
学,U+5B66,private,0xF3A9,0x2ED
孩,U+5B69,private,0xF3AA,0x2EE
孽,U+5B7D,private,0xF3AB,0x2EF
宁,U+5B81,private,0xF3AC,0x2F0
它,U+5B83,private,0xF3AD,0x2F1
宅,U+5B85,private,0xF3AE,0x2F2
宇,U+5B87,private,0xF3AF,0x2F3
守,U+5B88,private,0xF3B0,0x2F4
安,U+5B89,private,0xF3B1,0x2F5
完,U+5B8C,private,0xF3B2,0x2F6
宏,U+5B8F,private,0xF3B3,0x2F7
官,U+5B98,private,0xF3B4,0x2F8
宙,U+5B99,private,0xF3B5,0x2F9
定,U+5B9A,private,0xF3B6,0x2FA
宜,U+5B9C,private,0xF3B7,0x2FB
宝,U+5B9D,private,0xF3B8,0x2FC
实,U+5B9E,private,0xF3B9,0x2FD
宠,U+5BA0,private,0xF3BA,0x2FE
审,U+5BA1,private,0xF3BB,0x2FF
客,U+5BA2,private,0xF3BC,0x300
宣,U+5BA3,private,0xF3BD,0x301
室,U+5BA4,private,0xF3BE,0x302
宫,U+5BAB,private,0xF3BF,0x303
害,U+5BB3,private,0xF3C0,0x304
宵,U+5BB5,private,0xF3C1,0x305
家,U+5BB6,private,0xF3C2,0x306
容,U+5BB9,private,0xF3C3,0x307
宽,U+5BBD,private,0xF3C4,0x308
宾,U+5BBE,private,0xF3C5,0x309
宿,U+5BBF,private,0xF3C6,0x30A
寂,U+5BC2,private,0xF3C7,0x30B
寄,U+5BC4,private,0xF3C8,0x30C
密,U+5BC6,private,0xF3C9,0x30D
富,U+5BCC,private,0xF3CA,0x30E
寐,U+5BD0,private,0xF3CB,0x30F
寒,U+5BD2,private,0xF3CC,0x310
寞,U+5BDE,private,0xF3CD,0x311
察,U+5BDF,private,0xF3CE,0x312
寡,U+5BE1,private,0xF3CF,0x313
寸,U+5BF8,private,0xF3D0,0x314
对,U+5BF9,private,0xF3D1,0x315
寺,U+5BFA,private,0xF3D2,0x316
寻,U+5BFB,private,0xF3D3,0x317
导,U+5BFC,private,0xF3D4,0x318
寿,U+5BFF,private,0xF3D5,0x319
封,U+5C01,private,0xF3D6,0x31A
将,U+5C06,private,0xF3D7,0x31B
尊,U+5C0A,private,0xF3D8,0x31C
小,U+5C0F,private,0xF3D9,0x31D
少,U+5C11,private,0xF3DA,0x31E
尔,U+5C14,private,0xF3DB,0x31F
尖,U+5C16,private,0xF3DC,0x320
尘,U+5C18,private,0xF3DD,0x321
尚,U+5C1A,private,0xF3DE,0x322
尝,U+5C1D,private,0xF3DF,0x323
尤,U+5C24,private,0xF3E0,0x324
尬,U+5C2C,private,0xF3E1,0x325
就,U+5C31,private,0xF3E2,0x326
尴,U+5C34,private,0xF3E3,0x327
尸,U+5C38,private,0xF3E4,0x328
尼,U+5C3C,private,0xF3E5,0x329
尽,U+5C3D,private,0xF3E6,0x32A
尾,U+5C3E,private,0xF3E7,0x32B
尿,U+5C3F,private,0xF3E8,0x32C
局,U+5C40,private,0xF3E9,0x32D
屁,U+5C41,private,0xF3EA,0x32E
层,U+5C42,private,0xF3EB,0x32F
居,U+5C45,private,0xF3EC,0x330
屈,U+5C48,private,0xF3ED,0x331
届,U+5C4A,private,0xF3EE,0x332
屋,U+5C4B,private,0xF3EF,0x333
屏,U+5C4F,private,0xF3F0,0x334
展,U+5C55,private,0xF3F1,0x335
属,U+5C5E,private,0xF3F2,0x336
山,U+5C71,private,0xF3F3,0x337
屿,U+5C7F,private,0xF3F4,0x338
岁,U+5C81,private,0xF3F5,0x339
岂,U+5C82,private,0xF3F6,0x33A
岐,U+5C90,private,0xF3F7,0x33B
岔,U+5C94,private,0xF3F8,0x33C
岚,U+5C9A,private,0xF3F9,0x33D
岛,U+5C9B,private,0xF3FA,0x33E
岩,U+5CA9,private,0xF3FB,0x33F
岸,U+5CB8,private,0xF3FC,0x340
峡,U+5CE1,private,0xF440,0x341
峦,U+5CE6,private,0xF441,0x342
峰,U+5CF0,private,0xF442,0x343
峻,U+5CFB,private,0xF443,0x344
崇,U+5D07,private,0xF444,0x345
崎,U+5D0E,private,0xF445,0x346
崩,U+5D29,private,0xF446,0x347
崭,U+5D2D,private,0xF447,0x348
巅,U+5DC5,private,0xF448,0x349
巍,U+5DCD,private,0xF449,0x34A
川,U+5DDD,private,0xF44A,0x34B
巡,U+5DE1,private,0xF44B,0x34C
工,U+5DE5,private,0xF44C,0x34D
左,U+5DE6,private,0xF44D,0x34E
巧,U+5DE7,private,0xF44E,0x34F
巨,U+5DE8,private,0xF44F,0x350
巫,U+5DEB,private,0xF450,0x351
差,U+5DEE,private,0xF451,0x352
己,U+5DF1,private,0xF452,0x353
已,U+5DF2,private,0xF453,0x354
巴,U+5DF4,private,0xF454,0x355
巾,U+5DFE,private,0xF455,0x356
市,U+5E02,private,0xF456,0x357
布,U+5E03,private,0xF457,0x358
帅,U+5E05,private,0xF458,0x359
师,U+5E08,private,0xF459,0x35A
希,U+5E0C,private,0xF45A,0x35B
帐,U+5E10,private,0xF45B,0x35C
帕,U+5E15,private,0xF45C,0x35D
帖,U+5E16,private,0xF45D,0x35E
帘,U+5E18,private,0xF45E,0x35F
帝,U+5E1D,private,0xF45F,0x360
带,U+5E26,private,0xF460,0x361
席,U+5E2D,private,0xF461,0x362
帮,U+5E2E,private,0xF462,0x363
帷,U+5E37,private,0xF463,0x364
常,U+5E38,private,0xF464,0x365
帽,U+5E3D,private,0xF465,0x366
幅,U+5E45,private,0xF466,0x367
幕,U+5E55,private,0xF467,0x368
干,U+5E72,private,0xF468,0x369
平,U+5E73,private,0xF469,0x36A
年,U+5E74,private,0xF46A,0x36B
并,U+5E76,private,0xF46B,0x36C
幸,U+5E78,private,0xF46C,0x36D
幻,U+5E7B,private,0xF46D,0x36E
幽,U+5E7D,private,0xF46E,0x36F
广,U+5E7F,private,0xF46F,0x370
庆,U+5E86,private,0xF470,0x371
床,U+5E8A,private,0xF471,0x372
序,U+5E8F,private,0xF472,0x373
库,U+5E93,private,0xF473,0x374
应,U+5E94,private,0xF474,0x375
底,U+5E95,private,0xF475,0x376
店,U+5E97,private,0xF476,0x377
府,U+5E9C,private,0xF477,0x378
废,U+5E9F,private,0xF478,0x379
度,U+5EA6,private,0xF479,0x37A
座,U+5EA7,private,0xF47A,0x37B
庭,U+5EAD,private,0xF47B,0x37C
康,U+5EB7,private,0xF47C,0x37D
延,U+5EF6,private,0xF47D,0x37E
建,U+5EFA,private,0xF47E,0x37F
开,U+5F00,private,0xF480,0x380
异,U+5F02,private,0xF481,0x381
弃,U+5F03,private,0xF482,0x382
弄,U+5F04,private,0xF483,0x383
弊,U+5F0A,private,0xF484,0x384
式,U+5F0F,private,0xF485,0x385
弓,U+5F13,private,0xF486,0x386
引,U+5F15,private,0xF487,0x387
弗,U+5F17,private,0xF488,0x388
弟,U+5F1F,private,0xF489,0x389
张,U+5F20,private,0xF48A,0x38A
弥,U+5F25,private,0xF48B,0x38B
弯,U+5F2F,private,0xF48C,0x38C
弱,U+5F31,private,0xF48D,0x38D
弹,U+5F39,private,0xF48E,0x38E
强,U+5F3A,private,0xF48F,0x38F
归,U+5F52,private,0xF490,0x390
当,U+5F53,private,0xF491,0x391
录,U+5F55,private,0xF492,0x392
彗,U+5F57,private,0xF493,0x393
彡,U+5F61,private,0xF494,0x394
形,U+5F62,private,0xF495,0x395
彩,U+5F69,private,0xF496,0x396
彬,U+5F6C,private,0xF497,0x397
彰,U+5F70,private,0xF498,0x398
影,U+5F71,private,0xF499,0x399
役,U+5F79,private,0xF49A,0x39A
彻,U+5F7B,private,0xF49B,0x39B
彼,U+5F7C,private,0xF49C,0x39C
往,U+5F80,private,0xF49D,0x39D
征,U+5F81,private,0xF49E,0x39E
径,U+5F84,private,0xF49F,0x39F
待,U+5F85,private,0xF4A0,0x3A0
很,U+5F88,private,0xF4A1,0x3A1
律,U+5F8B,private,0xF4A2,0x3A2
徒,U+5F92,private,0xF4A3,0x3A3
得,U+5F97,private,0xF4A4,0x3A4
循,U+5FAA,private,0xF4A5,0x3A5
微,U+5FAE,private,0xF4A6,0x3A6
德,U+5FB7,private,0xF4A7,0x3A7
心,U+5FC3,private,0xF4A8,0x3A8
必,U+5FC5,private,0xF4A9,0x3A9
忆,U+5FC6,private,0xF4AA,0x3AA
忌,U+5FCC,private,0xF4AB,0x3AB
忍,U+5FCD,private,0xF4AC,0x3AC
忐,U+5FD0,private,0xF4AD,0x3AD
忑,U+5FD1,private,0xF4AE,0x3AE
志,U+5FD7,private,0xF4AF,0x3AF
忘,U+5FD8,private,0xF4B0,0x3B0
忙,U+5FD9,private,0xF4B1,0x3B1
忠,U+5FE0,private,0xF4B2,0x3B2
忧,U+5FE7,private,0xF4B3,0x3B3
快,U+5FEB,private,0xF4B4,0x3B4
念,U+5FF5,private,0xF4B5,0x3B5
忽,U+5FFD,private,0xF4B6,0x3B6
怀,U+6000,private,0xF4B7,0x3B7
态,U+6001,private,0xF4B8,0x3B8
怂,U+6002,private,0xF4B9,0x3B9
怎,U+600E,private,0xF4BA,0x3BA
怒,U+6012,private,0xF4BB,0x3BB
怕,U+6015,private,0xF4BC,0x3BC
怖,U+6016,private,0xF4BD,0x3BD
怜,U+601C,private,0xF4BE,0x3BE
思,U+601D,private,0xF4BF,0x3BF
怠,U+6020,private,0xF4C0,0x3C0
急,U+6025,private,0xF4C1,0x3C1
怦,U+6026,private,0xF4C2,0x3C2
性,U+6027,private,0xF4C3,0x3C3
怨,U+6028,private,0xF4C4,0x3C4
怪,U+602A,private,0xF4C5,0x3C5
怯,U+602F,private,0xF4C6,0x3C6
总,U+603B,private,0xF4C7,0x3C7
恋,U+604B,private,0xF4C8,0x3C8
恐,U+6050,private,0xF4C9,0x3C9
恒,U+6052,private,0xF4CA,0x3CA
恕,U+6055,private,0xF4CB,0x3CB
恢,U+6062,private,0xF4CC,0x3CC
恤,U+6064,private,0xF4CD,0x3CD
恨,U+6068,private,0xF4CE,0x3CE
恩,U+6069,private,0xF4CF,0x3CF
恭,U+606D,private,0xF4D0,0x3D0
息,U+606F,private,0xF4D1,0x3D1
恰,U+6070,private,0xF4D2,0x3D2
恳,U+6073,private,0xF4D3,0x3D3
恶,U+6076,private,0xF4D4,0x3D4
恼,U+607C,private,0xF4D5,0x3D5
悄,U+6084,private,0xF4D6,0x3D6
悉,U+6089,private,0xF4D7,0x3D7
悔,U+6094,private,0xF4D8,0x3D8
悟,U+609F,private,0xF4D9,0x3D9
悠,U+60A0,private,0xF4DA,0x3DA
悦,U+60A6,private,0xF4DB,0x3DB
您,U+60A8,private,0xF4DC,0x3DC
悬,U+60AC,private,0xF4DD,0x3DD
悲,U+60B2,private,0xF4DE,0x3DE
悸,U+60B8,private,0xF4DF,0x3DF
情,U+60C5,private,0xF4E0,0x3E0
惊,U+60CA,private,0xF4E1,0x3E1
惑,U+60D1,private,0xF4E2,0x3E2
惕,U+60D5,private,0xF4E3,0x3E3
惜,U+60DC,private,0xF4E4,0x3E4
惠,U+60E0,private,0xF4E5,0x3E5
惦,U+60E6,private,0xF4E6,0x3E6
惧,U+60E7,private,0xF4E7,0x3E7
惨,U+60E8,private,0xF4E8,0x3E8
惩,U+60E9,private,0xF4E9,0x3E9
惬,U+60EC,private,0xF4EA,0x3EA
惯,U+60EF,private,0xF4EB,0x3EB
想,U+60F3,private,0xF4EC,0x3EC
惹,U+60F9,private,0xF4ED,0x3ED
愁,U+6101,private,0xF4EE,0x3EE
愈,U+6108,private,0xF4EF,0x3EF
愉,U+6109,private,0xF4F0,0x3F0
意,U+610F,private,0xF4F1,0x3F1
愛,U+611B,private,0xF4F2,0x3F2
感,U+611F,private,0xF4F3,0x3F3
愣,U+6123,private,0xF4F4,0x3F4
愤,U+6124,private,0xF4F5,0x3F5
愧,U+6127,private,0xF4F6,0x3F6
愿,U+613F,private,0xF4F7,0x3F7
慈,U+6148,private,0xF4F8,0x3F8
慌,U+614C,private,0xF4F9,0x3F9
慎,U+614E,private,0xF4FA,0x3FA
慕,U+6155,private,0xF4FB,0x3FB
慢,U+6162,private,0xF4FC,0x3FC
慰,U+6170,private,0xF540,0x3FD
憋,U+618B,private,0xF541,0x3FE
憧,U+61A7,private,0xF542,0x3FF
憬,U+61AC,private,0xF543,0x400
憾,U+61BE,private,0xF544,0x401
懂,U+61C2,private,0xF545,0x402
懈,U+61C8,private,0xF546,0x403
懊,U+61CA,private,0xF547,0x404
懒,U+61D2,private,0xF548,0x405
懦,U+61E6,private,0xF549,0x406
戏,U+620F,private,0xF54A,0x407
成,U+6210,private,0xF54B,0x408
我,U+6211,private,0xF54C,0x409
戒,U+6212,private,0xF54D,0x40A
或,U+6216,private,0xF54E,0x40B
战,U+6218,private,0xF54F,0x40C
戚,U+621A,private,0xF550,0x40D
截,U+622A,private,0xF551,0x40E
戳,U+6233,private,0xF552,0x40F
戴,U+6234,private,0xF553,0x410
户,U+6237,private,0xF554,0x411
房,U+623F,private,0xF555,0x412
所,U+6240,private,0xF556,0x413
扁,U+6241,private,0xF557,0x414
扇,U+6247,private,0xF558,0x415
扉,U+6249,private,0xF559,0x416
手,U+624B,private,0xF55A,0x417
才,U+624D,private,0xF55B,0x418
扎,U+624E,private,0xF55C,0x419
扑,U+6251,private,0xF55D,0x41A
打,U+6253,private,0xF55E,0x41B
扔,U+6254,private,0xF55F,0x41C
托,U+6258,private,0xF560,0x41D
扛,U+625B,private,0xF561,0x41E
执,U+6267,private,0xF562,0x41F
扩,U+6269,private,0xF563,0x420
扫,U+626B,private,0xF564,0x421
扬,U+626C,private,0xF565,0x422
扭,U+626D,private,0xF566,0x423
扮,U+626E,private,0xF567,0x424
扯,U+626F,private,0xF568,0x425
扰,U+6270,private,0xF569,0x426
扶,U+6276,private,0xF56A,0x427
批,U+6279,private,0xF56B,0x428
找,U+627E,private,0xF56C,0x429
承,U+627F,private,0xF56D,0x42A
技,U+6280,private,0xF56E,0x42B
抄,U+6284,private,0xF56F,0x42C
把,U+628A,private,0xF570,0x42D
抑,U+6291,private,0xF571,0x42E
抓,U+6293,private,0xF572,0x42F
投,U+6295,private,0xF573,0x430
抖,U+6296,private,0xF574,0x431
抗,U+6297,private,0xF575,0x432
折,U+6298,private,0xF576,0x433
抚,U+629A,private,0xF577,0x434
抛,U+629B,private,0xF578,0x435
抢,U+62A2,private,0xF579,0x436
护,U+62A4,private,0xF57A,0x437
报,U+62A5,private,0xF57B,0x438
披,U+62AB,private,0xF57C,0x439
抬,U+62AC,private,0xF57D,0x43A
抱,U+62B1,private,0xF57E,0x43B
抹,U+62B9,private,0xF580,0x43C
抽,U+62BD,private,0xF581,0x43D
担,U+62C5,private,0xF582,0x43E
拉,U+62C9,private,0xF583,0x43F
拌,U+62CC,private,0xF584,0x440
拍,U+62CD,private,0xF585,0x441
拐,U+62D0,private,0xF586,0x442
拒,U+62D2,private,0xF587,0x443
拓,U+62D3,private,0xF588,0x444
拔,U+62D4,private,0xF589,0x445
拖,U+62D6,private,0xF58A,0x446
拘,U+62D8,private,0xF58B,0x447
拙,U+62D9,private,0xF58C,0x448
招,U+62DB,private,0xF58D,0x449
拜,U+62DC,private,0xF58E,0x44A
拥,U+62E5,private,0xF58F,0x44B
拦,U+62E6,private,0xF590,0x44C
拨,U+62E8,private,0xF591,0x44D
择,U+62E9,private,0xF592,0x44E
括,U+62EC,private,0xF593,0x44F
拯,U+62EF,private,0xF594,0x450
拳,U+62F3,private,0xF595,0x451
拼,U+62FC,private,0xF596,0x452
拽,U+62FD,private,0xF597,0x453
拾,U+62FE,private,0xF598,0x454
拿,U+62FF,private,0xF599,0x455
持,U+6301,private,0xF59A,0x456
挂,U+6302,private,0xF59B,0x457
指,U+6307,private,0xF59C,0x458
按,U+6309,private,0xF59D,0x459
挑,U+6311,private,0xF59E,0x45A
挖,U+6316,private,0xF59F,0x45B
挠,U+6320,private,0xF5A0,0x45C
挡,U+6321,private,0xF5A1,0x45D
挣,U+6323,private,0xF5A2,0x45E
挤,U+6324,private,0xF5A3,0x45F
挥,U+6325,private,0xF5A4,0x460
挨,U+6328,private,0xF5A5,0x461
挫,U+632B,private,0xF5A6,0x462
振,U+632F,private,0xF5A7,0x463
挺,U+633A,private,0xF5A8,0x464
挽,U+633D,private,0xF5A9,0x465
捏,U+634F,private,0xF5AA,0x466
捐,U+6350,private,0xF5AB,0x467
捕,U+6355,private,0xF5AC,0x468
损,U+635F,private,0xF5AD,0x469
换,U+6362,private,0xF5AE,0x46A
捣,U+6363,private,0xF5AF,0x46B
捧,U+6367,private,0xF5B0,0x46C
据,U+636E,private,0xF5B1,0x46D
捶,U+6376,private,0xF5B2,0x46E
捷,U+6377,private,0xF5B3,0x46F
捺,U+637A,private,0xF5B4,0x470
掀,U+6380,private,0xF5B5,0x471
授,U+6388,private,0xF5B6,0x472
掉,U+6389,private,0xF5B7,0x473
掌,U+638C,private,0xF5B8,0x474
掐,U+6390,private,0xF5B9,0x475
排,U+6392,private,0xF5BA,0x476
掘,U+6398,private,0xF5BB,0x477
探,U+63A2,private,0xF5BC,0x478
接,U+63A5,private,0xF5BD,0x479
控,U+63A7,private,0xF5BE,0x47A
推,U+63A8,private,0xF5BF,0x47B
掰,U+63B0,private,0xF5C0,0x47C
掳,U+63B3,private,0xF5C1,0x47D
掷,U+63B7,private,0xF5C2,0x47E
揉,U+63C9,private,0xF5C3,0x47F
揍,U+63CD,private,0xF5C4,0x480
描,U+63CF,private,0xF5C5,0x481
提,U+63D0,private,0xF5C6,0x482
插,U+63D2,private,0xF5C7,0x483
握,U+63E1,private,0xF5C8,0x484
揣,U+63E3,private,0xF5C9,0x485
揭,U+63ED,private,0xF5CA,0x486
援,U+63F4,private,0xF5CB,0x487
揽,U+63FD,private,0xF5CC,0x488
搁,U+6401,private,0xF5CD,0x489
搅,U+6405,private,0xF5CE,0x48A
搏,U+640F,private,0xF5CF,0x48B
搓,U+6413,private,0xF5D0,0x48C
搜,U+641C,private,0xF5D1,0x48D
搞,U+641E,private,0xF5D2,0x48E
搬,U+642C,private,0xF5D3,0x48F
搭,U+642D,private,0xF5D4,0x490
携,U+643A,private,0xF5D5,0x491
摁,U+6441,private,0xF5D6,0x492
摄,U+6444,private,0xF5D7,0x493
摆,U+6446,private,0xF5D8,0x494
摇,U+6447,private,0xF5D9,0x495
摊,U+644A,private,0xF5DA,0x496
摔,U+6454,private,0xF5DB,0x497
摘,U+6458,private,0xF5DC,0x498
摩,U+6469,private,0xF5DD,0x499
摸,U+6478,private,0xF5DE,0x49A
撑,U+6491,private,0xF5DF,0x49B
撒,U+6492,private,0xF5E0,0x49C
撞,U+649E,private,0xF5E1,0x49D
撤,U+64A4,private,0xF5E2,0x49E
播,U+64AD,private,0xF5E3,0x49F
撼,U+64BC,private,0xF5E4,0x4A0
擅,U+64C5,private,0xF5E5,0x4A1
操,U+64CD,private,0xF5E6,0x4A2
擦,U+64E6,private,0xF5E7,0x4A3
攒,U+6512,private,0xF5E8,0x4A4
支,U+652F,private,0xF5E9,0x4A5
收,U+6536,private,0xF5EA,0x4A6
攸,U+6538,private,0xF5EB,0x4A7
改,U+6539,private,0xF5EC,0x4A8
攻,U+653B,private,0xF5ED,0x4A9
放,U+653E,private,0xF5EE,0x4AA
故,U+6545,private,0xF5EF,0x4AB
效,U+6548,private,0xF5F0,0x4AC
敌,U+654C,private,0xF5F1,0x4AD
敏,U+654F,private,0xF5F2,0x4AE
救,U+6551,private,0xF5F3,0x4AF
教,U+6559,private,0xF5F4,0x4B0
敞,U+655E,private,0xF5F5,0x4B1
敢,U+6562,private,0xF5F6,0x4B2
散,U+6563,private,0xF5F7,0x4B3
敬,U+656C,private,0xF5F8,0x4B4
数,U+6570,private,0xF5F9,0x4B5
敲,U+6572,private,0xF5FA,0x4B6
整,U+6574,private,0xF5FB,0x4B7
敷,U+6577,private,0xF5FC,0x4B8
文,U+6587,private,0xF640,0x4B9
斗,U+6597,private,0xF641,0x4BA
料,U+6599,private,0xF642,0x4BB
斥,U+65A5,private,0xF643,0x4BC
断,U+65AD,private,0xF644,0x4BD
斯,U+65AF,private,0xF645,0x4BE
新,U+65B0,private,0xF646,0x4BF
方,U+65B9,private,0xF647,0x4C0
施,U+65BD,private,0xF648,0x4C1
旁,U+65C1,private,0xF649,0x4C2
旅,U+65C5,private,0xF64A,0x4C3
旋,U+65CB,private,0xF64B,0x4C4
族,U+65CF,private,0xF64C,0x4C5
旗,U+65D7,private,0xF64D,0x4C6
无,U+65E0,private,0xF64E,0x4C7
既,U+65E2,private,0xF64F,0x4C8
日,U+65E5,private,0xF650,0x4C9
旦,U+65E6,private,0xF651,0x4CA
旧,U+65E7,private,0xF652,0x4CB
早,U+65E9,private,0xF653,0x4CC
时,U+65F6,private,0xF654,0x4CD
旺,U+65FA,private,0xF655,0x4CE
昂,U+6602,private,0xF656,0x4CF
昆,U+6606,private,0xF657,0x4D0
明,U+660E,private,0xF658,0x4D1
昏,U+660F,private,0xF659,0x4D2
易,U+6613,private,0xF65A,0x4D3
昔,U+6614,private,0xF65B,0x4D4
星,U+661F,private,0xF65C,0x4D5
映,U+6620,private,0xF65D,0x4D6
春,U+6625,private,0xF65E,0x4D7
昧,U+6627,private,0xF65F,0x4D8
昨,U+6628,private,0xF660,0x4D9
是,U+662F,private,0xF661,0x4DA
显,U+663E,private,0xF662,0x4DB
晃,U+6643,private,0xF663,0x4DC
晋,U+664B,private,0xF664,0x4DD
晒,U+6652,private,0xF665,0x4DE
晓,U+6653,private,0xF666,0x4DF
晕,U+6655,private,0xF667,0x4E0
晚,U+665A,private,0xF668,0x4E1
晨,U+6668,private,0xF669,0x4E2
普,U+666E,private,0xF66A,0x4E3
景,U+666F,private,0xF66B,0x4E4
晰,U+6670,private,0xF66C,0x4E5
晴,U+6674,private,0xF66D,0x4E6
晶,U+6676,private,0xF66E,0x4E7
智,U+667A,private,0xF66F,0x4E8
暂,U+6682,private,0xF670,0x4E9
暖,U+6696,private,0xF671,0x4EA
暗,U+6697,private,0xF672,0x4EB
暴,U+66B4,private,0xF673,0x4EC
曲,U+66F2,private,0xF674,0x4ED
更,U+66F4,private,0xF675,0x4EE
曼,U+66FC,private,0xF676,0x4EF
曾,U+66FE,private,0xF677,0x4F0
替,U+66FF,private,0xF678,0x4F1
最,U+6700,private,0xF679,0x4F2
月,U+6708,private,0xF67A,0x4F3
有,U+6709,private,0xF67B,0x4F4
朋,U+670B,private,0xF67C,0x4F5
服,U+670D,private,0xF67D,0x4F6
朗,U+6717,private,0xF67E,0x4F7
望,U+671B,private,0xF680,0x4F8
朝,U+671D,private,0xF681,0x4F9
期,U+671F,private,0xF682,0x4FA
木,U+6728,private,0xF683,0x4FB
未,U+672A,private,0xF684,0x4FC
末,U+672B,private,0xF685,0x4FD
本,U+672C,private,0xF686,0x4FE
术,U+672F,private,0xF687,0x4FF
朴,U+6734,private,0xF688,0x500
朵,U+6735,private,0xF689,0x501
机,U+673A,private,0xF68A,0x502
杀,U+6740,private,0xF68B,0x503
杂,U+6742,private,0xF68C,0x504
权,U+6743,private,0xF68D,0x505
杉,U+6749,private,0xF68E,0x506
材,U+6750,private,0xF68F,0x507
村,U+6751,private,0xF690,0x508
杜,U+675C,private,0xF691,0x509
束,U+675F,private,0xF692,0x50A
条,U+6761,private,0xF693,0x50B
来,U+6765,private,0xF694,0x50C
杯,U+676F,private,0xF695,0x50D
杰,U+6770,private,0xF696,0x50E
松,U+677E,private,0xF697,0x50F
板,U+677F,private,0xF698,0x510
极,U+6781,private,0xF699,0x511
构,U+6784,private,0xF69A,0x512
枉,U+6789,private,0xF69B,0x513
析,U+6790,private,0xF69C,0x514
林,U+6797,private,0xF69D,0x515
枚,U+679A,private,0xF69E,0x516
果,U+679C,private,0xF69F,0x517
枝,U+679D,private,0xF6A0,0x518
枪,U+67AA,private,0xF6A1,0x519
枫,U+67AB,private,0xF6A2,0x51A
架,U+67B6,private,0xF6A3,0x51B
柄,U+67C4,private,0xF6A4,0x51C
柏,U+67CF,private,0xF6A5,0x51D
某,U+67D0,private,0xF6A6,0x51E
柑,U+67D1,private,0xF6A7,0x51F
染,U+67D3,private,0xF6A8,0x520
柔,U+67D4,private,0xF6A9,0x521
柜,U+67DC,private,0xF6AA,0x522
柠,U+67E0,private,0xF6AB,0x523
查,U+67E5,private,0xF6AC,0x524
柱,U+67F1,private,0xF6AD,0x525
柴,U+67F4,private,0xF6AE,0x526
栃,U+6803,private,0xF6AF,0x527
标,U+6807,private,0xF6B0,0x528
栋,U+680B,private,0xF6B1,0x529
树,U+6811,private,0xF6B2,0x52A
校,U+6821,private,0xF6B3,0x52B
样,U+6837,private,0xF6B4,0x52C
核,U+6838,private,0xF6B5,0x52D
根,U+6839,private,0xF6B6,0x52E
格,U+683C,private,0xF6B7,0x52F
栽,U+683D,private,0xF6B8,0x530
桃,U+6843,private,0xF6B9,0x531
框,U+6846,private,0xF6BA,0x532
案,U+6848,private,0xF6BB,0x533
桌,U+684C,private,0xF6BC,0x534
桑,U+6851,private,0xF6BD,0x535
档,U+6863,private,0xF6BE,0x536
桥,U+6865,private,0xF6BF,0x537
桧,U+6867,private,0xF6C0,0x538
梁,U+6881,private,0xF6C1,0x539
梅,U+6885,private,0xF6C2,0x53A
梓,U+6893,private,0xF6C3,0x53B
梢,U+68A2,private,0xF6C4,0x53C
梦,U+68A6,private,0xF6C5,0x53D
梨,U+68A8,private,0xF6C6,0x53E
梭,U+68AD,private,0xF6C7,0x53F
梯,U+68AF,private,0xF6C8,0x540
检,U+68C0,private,0xF6C9,0x541
棉,U+68C9,private,0xF6CA,0x542
棍,U+68CD,private,0xF6CB,0x543
棒,U+68D2,private,0xF6CC,0x544
棚,U+68DA,private,0xF6CD,0x545
森,U+68EE,private,0xF6CE,0x546
棱,U+68F1,private,0xF6CF,0x547
植,U+690D,private,0xF6D0,0x548
椎,U+690E,private,0xF6D1,0x549
椒,U+6912,private,0xF6D2,0x54A
楚,U+695A,private,0xF6D3,0x54B
楠,U+6960,private,0xF6D4,0x54C
楼,U+697C,private,0xF6D5,0x54D
概,U+6982,private,0xF6D6,0x54E
榄,U+6984,private,0xF6D7,0x54F
榜,U+699C,private,0xF6D8,0x550
榻,U+69BB,private,0xF6D9,0x551
槻,U+69FB,private,0xF6DA,0x552
槽,U+69FD,private,0xF6DB,0x553
槿,U+69FF,private,0xF6DC,0x554
樟,U+6A1F,private,0xF6DD,0x555
模,U+6A21,private,0xF6DE,0x556
横,U+6A2A,private,0xF6DF,0x557
樫,U+6A2B,private,0xF6E0,0x558
樱,U+6A31,private,0xF6E1,0x559
橄,U+6A44,private,0xF6E2,0x55A
橘,U+6A58,private,0xF6E3,0x55B
檬,U+6AAC,private,0xF6E4,0x55C
欠,U+6B20,private,0xF6E5,0x55D
次,U+6B21,private,0xF6E6,0x55E
欢,U+6B22,private,0xF6E7,0x55F
欣,U+6B23,private,0xF6E8,0x560
欲,U+6B32,private,0xF6E9,0x561
欸,U+6B38,private,0xF6EA,0x562
欺,U+6B3A,private,0xF6EB,0x563
款,U+6B3E,private,0xF6EC,0x564
歉,U+6B49,private,0xF6ED,0x565
