index,glyph_id,key_hex,key_bytes,char,source,reserved,unicode
148,0x93,0xF083,F083,亲,private,0,U+4EB2
149,0x94,0xF084,F084,人,private,0,U+4EBA
150,0x95,0xF085,F085,亿,private,0,U+4EBF
151,0x96,0xF086,F086,什,private,0,U+4EC0
152,0x97,0xF087,F087,仁,private,0,U+4EC1
153,0x98,0xF088,F088,仅,private,0,U+4EC5
154,0x99,0xF089,F089,仆,private,0,U+4EC6
155,0x9A,0xF08A,F08A,仇,private,0,U+4EC7
156,0x9B,0xF08B,F08B,今,private,0,U+4ECA
157,0x9C,0xF08C,F08C,介,private,0,U+4ECB
158,0x9D,0xF08D,F08D,仍,private,0,U+4ECD
159,0x9E,0xF08E,F08E,从,private,0,U+4ECE
160,0x9F,0xF08F,F08F,仓,private,0,U+4ED3
161,0xA0,0xF090,F090,仔,private,0,U+4ED4
162,0xA1,0xF091,F091,他,private,0,U+4ED6
163,0xA2,0xF092,F092,付,private,0,U+4ED8
164,0xA3,0xF093,F093,仙,private,0,U+4ED9
165,0xA4,0xF094,F094,代,private,0,U+4EE3
166,0xA5,0xF095,F095,令,private,0,U+4EE4
167,0xA6,0xF096,F096,以,private,0,U+4EE5
168,0xA7,0xF097,F097,仪,private,0,U+4EEA
169,0xA8,0xF098,F098,们,private,0,U+4EEC
170,0xA9,0xF099,F099,仰,private,0,U+4EF0
171,0xAA,0xF09A,F09A,件,private,0,U+4EF6
172,0xAB,0xF09B,F09B,价,private,0,U+4EF7
173,0xAC,0xF09C,F09C,任,private,0,U+4EFB
174,0xAD,0xF09D,F09D,份,private,0,U+4EFD
175,0xAE,0xF09E,F09E,仿,private,0,U+4EFF
176,0xAF,0xF09F,F09F,企,private,0,U+4F01
177,0xB0,0xF0A0,F0A0,伊,private,0,U+4F0A
178,0xB1,0xF0A1,F0A1,伍,private,0,U+4F0D
179,0xB2,0xF0A2,F0A2,伏,private,0,U+4F0F
180,0xB3,0xF0A3,F0A3,伐,private,0,U+4F10
181,0xB4,0xF0A4,F0A4,休,private,0,U+4F11
182,0xB5,0xF0A5,F0A5,众,private,0,U+4F17
183,0xB6,0xF0A6,F0A6,优,private,0,U+4F18
184,0xB7,0xF0A7,F0A7,伙,private,0,U+4F19
185,0xB8,0xF0A8,F0A8,会,private,0,U+4F1A
186,0xB9,0xF0A9,F0A9,伞,private,0,U+4F1E
187,0xBA,0xF0AA,F0AA,伟,private,0,U+4F1F
188,0xBB,0xF0AB,F0AB,传,private,0,U+4F20
189,0xBC,0xF0AC,F0AC,伤,private,0,U+4F24
190,0xBD,0xF0AD,F0AD,伦,private,0,U+4F26
191,0xBE,0xF0AE,F0AE,伪,private,0,U+4F2A
192,0xBF,0xF0AF,F0AF,估,private,0,U+4F30
193,0xC0,0xF0B0,F0B0,伴,private,0,U+4F34
194,0xC1,0xF0B1,F0B1,伸,private,0,U+4F38
195,0xC2,0xF0B2,F0B2,似,private,0,U+4F3C
196,0xC3,0xF0B3,F0B3,但,private,0,U+4F46
197,0xC4,0xF0B4,F0B4,位,private,0,U+4F4D
198,0xC5,0xF0B5,F0B5,低,private,0,U+4F4E
199,0xC6,0xF0B6,F0B6,住,private,0,U+4F4F
200,0xC7,0xF0B7,F0B7,佐,private,0,U+4F50
201,0xC8,0xF0B8,F0B8,体,private,0,U+4F53
202,0xC9,0xF0B9,F0B9,何,private,0,U+4F55
203,0xCA,0xF0BA,F0BA,余,private,0,U+4F59
204,0xCB,0xF0BB,F0BB,佛,private,0,U+4F5B
205,0xCC,0xF0BC,F0BC,作,private,0,U+4F5C
206,0xCD,0xF0BD,F0BD,你,private,0,U+4F60
207,0xCE,0xF0BE,F0BE,佣,private,0,U+4F63
208,0xCF,0xF0BF,F0BF,佩,private,0,U+4F69
209,0xD0,0xF0C0,F0C0,佳,private,0,U+4F73
210,0xD1,0xF0C1,F0C1,使,private,0,U+4F7F
211,0xD2,0xF0C2,F0C2,侈,private,0,U+4F88
212,0xD3,0xF0C3,F0C3,例,private,0,U+4F8B
213,0xD4,0xF0C4,F0C4,供,private,0,U+4F9B
214,0xD5,0xF0C5,F0C5,依,private,0,U+4F9D
215,0xD6,0xF0C6,F0C6,侣,private,0,U+4FA3
216,0xD7,0xF0C7,F0C7,侦,private,0,U+4FA6
217,0xD8,0xF0C8,F0C8,侧,private,0,U+4FA7
218,0xD9,0xF0C9,F0C9,侵,private,0,U+4FB5
219,0xDA,0xF0CA,F0CA,便,private,0,U+4FBF
220,0xDB,0xF0CB,F0CB,促,private,0,U+4FC3
221,0xDC,0xF0CC,F0CC,俏,private,0,U+4FCF
222,0xDD,0xF0CD,F0CD,俗,private,0,U+4FD7
223,0xDE,0xF0CE,F0CE,保,private,0,U+4FDD
224,0xDF,0xF0CF,F0CF,信,private,0,U+4FE1
225,0xE0,0xF0D0,F0D0,俩,private,0,U+4FE9
226,0xE1,0xF0D1,F0D1,修,private,0,U+4FEE
227,0xE2,0xF0D2,F0D2,俯,private,0,U+4FEF
228,0xE3,0xF0D3,F0D3,俱,private,0,U+4FF1
229,0xE4,0xF0D4,F0D4,俺,private,0,U+4FFA
230,0xE5,0xF0D5,F0D5,倍,private,0,U+500D
231,0xE6,0xF0D6,F0D6,倒,private,0,U+5012
232,0xE7,0xF0D7,F0D7,倔,private,0,U+5014
233,0xE8,0xF0D8,F0D8,候,private,0,U+5019
234,0xE9,0xF0D9,F0D9,借,private,0,U+501F
235,0xEA,0xF0DA,F0DA,倦,private,0,U+5026
236,0xEB,0xF0DB,F0DB,值,private,0,U+503C
237,0xEC,0xF0DC,F0DC,倾,private,0,U+503E
238,0xED,0xF0DD,F0DD,假,private,0,U+5047
239,0xEE,0xF0DE,F0DE,偏,private,0,U+504F
240,0xEF,0xF0DF,F0DF,做,private,0,U+505A
241,0xF0,0xF0E0,F0E0,停,private,0,U+505C
242,0xF1,0xF0E1,F0E1,健,private,0,U+5065
